age	sex	marst	healthins	educ	hrswork	incwage	inctotal	uscit	cow	typehealthins
32	1	0	1	18	40	15000	15000	1	0	1
49	1	1	1	16	35	15000	15000	1	0	1
42	1	1	1	19	20	15000	15000	1	1	1
22	1	1	1	18	35	15000	15001	0	0	1
20	0	0	1	16	40	15000	15000	1	0	1
32	0	0	0	19	40	15000	15000	1	0	0
20	1	0	1	16	32	15000	15000	1	0	2
20	0	0	1	16	40	15000	15000	1	0	1
20	1	0	1	18	42	15000	15000	1	0	1
20	1	0	1	19	25	15000	15000	1	0	1
23	0	0	1	16	60	15000	15000	1	0	1
43	1	0	1	20	40	15000	15000	1	0	1
67	1	0	1	21	25	15000	21000	1	0	1
31	1	0	1	20	35	15100	15500	1	0	2
32	1	0	1	16	30	15100	15500	1	0	2
23	1	0	1	19	20	15100	15100	1	0	1
45	1	1	1	16	35	15100	15100	1	0	1
45	1	1	1	16	50	15100	15100	1	0	1
49	1	1	1	16	50	15100	15100	1	0	1
22	1	0	1	16	60	15100	15100	1	2	1
27	0	1	1	22	20	15100	15100	0	0	1
34	1	0	1	15	34	15100	15100	1	0	2
26	0	0	0	16	40	15200	15200	1	0	0
38	0	1	0	19	40	15200	15200	1	0	0
24	1	0	1	19	38	15200	15200	1	0	1
63	1	1	1	16	25	15200	33410	1	0	1
47	0	1	1	16	72	15200	15200	1	3	1
62	1	1	1	21	20	15200	15950	1	0	2
62	1	1	0	16	40	15300	15310	1	0	0
21	1	0	1	20	40	15300	15310	1	0	1
23	0	1	1	18	45	15300	15300	1	0	1
52	1	1	1	21	33	15300	17000	1	2	1
50	1	0	1	19	40	15300	15300	1	0	1
56	1	0	1	16	36	15400	15400	1	0	2
58	1	0	1	21	28	15400	31440	1	1	2
34	1	0	1	18	37	15400	15400	1	0	1
46	1	1	1	16	40	15400	17800	1	0	1
52	1	1	1	16	40	15400	17800	1	0	1
64	1	1	1	16	40	15400	15550	1	0	1
29	1	1	1	16	50	15400	15400	1	1	1
51	1	1	1	18	38	15400	15400	1	1	1
58	1	1	1	18	28	15400	16320	1	2	1
54	1	1	1	16	40	15400	15400	1	2	1
55	1	0	0	17	40	15500	15500	1	0	0
64	0	1	0	16	40	15500	31200	1	0	0
74	1	1	1	17	23	15500	32000	1	2	2
21	0	0	1	16	30	15500	15500	1	0	1
21	0	0	1	20	40	15500	15500	1	0	1
24	0	0	1	16	35	15500	15500	1	0	1
25	0	0	1	14	35	15500	15500	1	0	1
25	0	0	1	16	40	15500	15500	1	0	1
55	1	1	1	20	40	15500	15500	1	0	1
63	0	0	1	17	32	15500	29300	1	0	1
62	1	1	1	19	25	15500	15500	1	1	1
57	1	1	1	19	35	15500	15500	1	2	1
54	1	1	1	18	56	15500	15500	1	0	1
66	1	1	1	18	45	15500	27680	1	0	1
46	0	0	1	18	22	15500	31000	1	2	2
21	1	0	1	16	29	15500	15500	1	1	2
21	0	0	0	16	30	15600	15600	1	0	0
25	0	0	0	18	40	15600	15600	1	0	0
31	0	0	0	19	29	15600	15600	1	0	0
61	1	0	0	16	30	15600	15600	1	0	0
28	1	0	0	20	30	15600	15600	1	0	0
22	1	0	1	19	36	15600	17700	1	0	2
44	0	0	1	17	24	15600	15910	1	0	2
46	1	0	1	19	30	15600	15600	1	0	2
65	0	1	1	16	32	15600	26800	1	0	2
73	1	1	1	16	15	15600	15600	1	3	2
27	1	0	1	21	39	15600	19100	1	2	2
20	1	0	1	18	37	15600	15600	1	0	1
23	1	0	1	16	40	15600	15600	1	0	1
23	1	0	1	19	37	15600	15600	1	0	1
26	0	0	1	14	40	15600	15600	1	0	1
26	1	0	1	19	30	15600	15600	1	0	1
36	1	1	1	19	25	15600	15604	1	0	1
41	1	0	1	16	40	15600	15600	1	0	1
44	1	1	1	18	20	15600	15600	1	0	1
45	1	1	1	16	31	15600	15600	1	0	1
54	1	1	1	13	40	15600	15600	1	0	1
63	1	1	1	22	20	15600	17100	1	1	1
26	1	0	1	21	50	15600	15600	1	1	1
39	1	1	1	21	20	15600	15600	1	1	1
23	1	0	1	16	36	15600	15600	1	0	1
66	0	1	1	18	30	15600	29700	1	0	1
58	1	1	1	16	40	15600	18600	1	1	1
26	1	0	0	16	39	15700	15700	1	0	0
28	0	1	0	16	40	15700	15700	1	0	0
29	0	1	0	16	40	15700	15700	1	0	0
68	1	1	1	16	35	15700	25100	1	2	2
33	0	1	1	16	45	15700	15700	1	0	1
29	0	1	1	16	40	15700	15700	1	0	1
44	1	0	1	20	35	15700	15700	1	0	1
54	1	1	1	16	35	15700	15720	1	0	1
64	1	1	1	18	40	15700	16350	1	0	1
63	0	1	1	16	28	15700	55600	1	2	1
37	1	1	1	16	35	15700	15700	1	2	1
34	0	0	1	18	32	15700	16580	1	0	1
25	0	0	1	17	35	15700	15700	1	0	1
34	1	0	1	16	35	15700	15700	1	1	1
44	1	1	0	9	35	15700	15700	0	0	0
21	0	0	1	19	40	15800	15800	1	0	2
32	0	0	1	16	40	15800	15800	1	0	2
38	0	1	1	14	35	15800	15800	1	0	2
20	0	0	1	19	19	15800	15800	1	0	1
21	1	0	1	18	40	15800	15800	1	0	1
59	1	0	1	16	30	15800	15800	1	0	1
24	0	0	1	17	32	15800	15800	1	1	2
32	0	1	1	16	45	15900	15900	1	0	2
23	1	0	1	15	40	15900	15900	1	0	1
61	1	1	1	20	32	15900	15900	1	0	1
63	1	0	1	16	27	15900	23760	1	0	1
56	0	1	1	19	40	15900	16200	1	3	1
73	0	0	1	17	60	15900	29000	1	3	1
25	0	0	0	16	40	15900	18300	1	0	0
43	0	0	1	19	38	15900	15900	1	0	1
27	1	0	0	16	45	16000	16000	0	0	0
23	1	0	0	19	40	16000	18000	1	0	0
24	0	0	0	18	35	16000	16000	1	0	0
25	1	0	0	19	40	16000	16000	1	0	0
31	0	0	0	21	40	16000	16000	1	0	0
32	1	1	0	20	40	16000	16000	1	0	0
35	0	0	0	17	40	16000	16000	1	0	0
35	0	0	0	17	30	16000	16000	1	0	0
36	1	0	0	16	40	16000	16000	1	0	0
44	0	0	0	16	48	16000	16000	1	0	0
50	0	1	0	16	30	16000	16000	1	0	0
50	1	0	0	21	32	16000	16000	1	0	0
52	1	0	0	14	38	16000	16000	1	0	0
52	0	1	0	16	40	16000	16000	1	0	0
59	1	1	0	16	36	16000	16000	1	0	0
55	1	0	0	21	40	16000	19600	1	1	0
61	1	1	0	22	32	16000	16000	1	1	0
20	0	0	0	11	30	16000	16000	1	0	0
55	0	0	0	13	45	16000	16000	1	0	0
57	1	1	0	18	36	16000	16000	1	0	0
34	0	0	0	16	60	16000	16000	1	0	0
53	1	1	1	16	40	16000	16000	0	0	2
32	0	0	1	12	40	16000	18200	1	0	2
33	1	0	1	16	38	16000	16000	1	0	2
35	0	0	1	15	35	16000	16000	1	0	2
35	1	1	1	20	40	16000	16170	1	0	2
35	1	0	1	20	40	16000	16170	1	0	2
37	1	0	1	20	38	16000	23200	1	0	2
38	0	0	1	14	35	16000	16000	1	0	2
55	1	1	1	14	35	16000	16000	1	0	2
56	0	0	1	16	40	16000	16000	1	0	2
59	1	0	1	20	40	16000	11700	1	0	2
66	1	0	1	13	8	16000	26400	1	0	2
67	1	1	1	16	35	16000	20600	1	0	2
70	1	1	1	21	20	16000	29000	1	0	2
72	1	0	1	22	12	16000	28950	1	0	2
64	0	0	1	19	32	16000	16000	1	1	2
25	1	0	1	16	40	16000	16000	1	2	2
57	1	0	1	17	40	16000	16000	1	2	2
65	0	1	1	19	32	16000	16000	1	3	2
25	1	1	1	19	40	16000	24400	1	0	2
51	1	0	1	16	50	16000	16000	1	0	2
67	0	0	1	16	30	16000	37200	1	0	2
38	1	0	1	15	40	16000	16000	0	0	1
18	0	0	1	16	25	16000	16000	1	0	1
18	1	0	1	16	30	16000	16000	1	0	1
19	0	0	1	16	35	16000	16000	1	0	1
20	0	0	1	15	30	16000	16000	1	0	1
20	0	0	1	16	35	16000	16000	1	0	1
20	0	0	1	16	39	16000	16000	1	0	1
20	0	0	1	18	25	16000	16000	1	0	1
20	0	0	1	19	32	16000	16000	1	0	1
21	1	0	1	16	35	16000	16000	1	0	1
21	1	0	1	16	30	16000	16000	1	0	1
21	0	0	1	18	35	16000	16000	1	0	1
21	1	0	1	20	30	16000	16700	1	0	1
22	0	0	1	16	40	16000	16000	1	0	1
22	1	1	1	18	36	16000	18400	1	0	1
22	1	0	1	19	42	16000	16000	1	0	1
23	1	1	1	16	40	16000	16000	1	0	1
23	1	0	1	18	40	16000	16000	1	0	1
23	0	0	1	19	35	16000	16000	1	0	1
24	0	0	1	20	44	16000	16000	1	0	1
25	1	0	1	16	40	16000	16000	1	0	1
25	1	0	1	16	40	16000	23000	1	0	1
25	1	0	1	18	40	16000	16000	1	0	1
26	1	1	1	21	42	16000	16000	1	0	1
27	1	0	1	19	40	16000	16000	1	0	1
27	1	0	1	21	40	16000	16000	1	0	1
28	1	0	1	16	40	16000	21500	1	0	1
28	0	0	1	19	40	16000	16000	1	0	1
29	1	0	1	16	25	16000	16000	1	0	1
29	0	0	1	16	40	16000	16000	1	0	1
29	0	0	1	18	40	16000	16000	1	0	1
29	1	0	1	19	30	16000	16000	1	0	1
30	0	0	1	18	40	16000	16000	1	0	1
30	1	0	1	20	28	16000	16000	1	0	1
31	1	1	1	16	35	16000	16000	1	0	1
32	1	1	1	16	38	16000	16000	1	0	1
32	1	0	1	16	40	16000	16000	1	0	1
34	0	0	1	16	40	16000	16000	1	0	1
34	1	1	1	21	36	16000	16000	1	0	1
35	1	1	1	21	40	16000	16000	1	0	1
37	0	0	1	17	34	16000	16000	1	0	1
38	0	0	1	16	40	16000	16000	1	0	1
38	0	1	1	19	40	16000	16000	1	0	1
38	1	1	1	22	20	16000	16000	1	0	1
39	1	0	1	19	40	16000	27700	1	0	1
40	1	1	1	16	40	16000	17200	1	0	1
40	1	1	1	16	25	16000	16000	1	0	1
40	1	1	1	18	40	16000	16000	1	0	1
42	0	0	1	16	40	16000	16000	1	0	1
42	0	1	1	19	40	16000	16000	1	0	1
44	1	0	1	18	30	16000	24000	1	0	1
45	1	1	1	16	37	16000	16000	1	0	1
45	0	0	1	16	32	16000	16000	1	0	1
45	1	0	1	19	35	16000	16000	1	0	1
45	1	0	1	19	35	16000	16000	1	0	1
45	1	0	1	19	35	16000	16000	1	0	1
46	1	1	1	16	39	16000	16000	1	0	1
48	1	1	1	15	38	16000	16100	1	0	1
48	1	0	1	16	40	16000	16000	1	0	1
49	1	0	1	16	40	16000	16000	1	0	1
49	1	1	1	22	40	16000	16000	1	0	1
49	1	1	1	23	32	16000	16000	1	0	1
50	1	1	1	16	39	16000	16000	1	0	1
51	0	1	1	14	40	16000	16000	1	0	1
51	1	0	1	20	40	16000	16000	1	0	1
53	0	1	1	17	40	16000	16000	1	0	1
53	1	1	1	21	40	16000	16000	1	0	1
54	1	1	1	16	35	16000	16000	1	0	1
55	1	1	1	20	25	16000	16000	1	0	1
56	1	1	1	16	40	16000	16000	1	0	1
56	1	1	1	20	39	16000	16000	1	0	1
58	1	1	1	14	35	16000	16000	1	0	1
58	1	0	1	19	37	16000	16880	1	0	1
59	1	1	1	16	30	16000	16000	1	0	1
60	1	1	1	16	32	16000	16000	1	0	1
60	1	1	1	16	40	16000	16000	1	0	1
60	1	0	1	16	30	16000	16000	1	0	1
61	1	1	1	16	24	16000	16000	1	0	1
62	1	1	1	18	40	16000	16000	1	0	1
63	0	1	1	16	36	16000	16000	1	0	1
19	0	0	1	19	40	16000	16000	1	1	1
19	0	0	1	19	40	16000	16000	1	1	1
25	1	0	1	21	35	16000	19000	1	1	1
27	1	1	1	19	40	16000	16000	1	1	1
35	1	1	1	20	30	16000	16000	1	1	1
41	1	1	1	21	22	16000	16000	1	1	1
56	1	0	1	21	20	16000	20500	1	1	1
57	1	1	1	21	40	16000	16000	1	1	1
58	0	0	1	16	40	16000	16000	1	1	1
58	1	1	1	19	25	16000	16000	1	1	1
61	1	1	1	20	25	16000	16000	1	1	1
54	1	1	1	16	40	16000	16000	1	2	1
32	0	0	1	16	40	16000	16000	1	2	1
56	1	1	1	14	32	16000	16000	1	2	1
59	1	1	1	16	30	16000	16000	1	2	1
25	1	0	1	22	30	16000	16000	1	2	1
26	0	0	1	16	38	16000	16000	1	2	1
34	1	1	1	20	29	16000	20800	1	2	1
39	1	1	1	18	25	16000	16000	1	2	1
56	1	1	1	16	27	16000	16000	1	2	1
62	1	0	1	16	34	16000	28000	1	2	1
63	0	1	1	16	15	16000	47000	1	2	1
29	1	1	1	21	25	16000	16000	1	2	1
40	1	1	1	16	40	16000	24900	1	3	1
21	0	0	1	16	40	16000	16000	1	3	1
61	0	1	1	16	40	16000	56000	1	0	1
56	0	0	1	17	37	16000	16000	1	2	1
27	1	1	1	17	40	16000	16000	1	0	1
31	0	0	1	17	32	16000	16000	1	0	1
55	1	1	1	16	40	16000	16000	1	0	1
42	1	1	1	20	25	16000	16000	1	0	1
66	1	1	1	16	45	16000	28000	1	0	1
66	1	0	1	16	36	16000	27000	1	0	1
66	0	1	1	21	16	16000	51800	1	0	1
67	1	0	1	16	32	16000	16000	1	0	1
69	0	1	1	16	40	16000	46700	1	0	1
69	1	0	1	16	36	16000	27000	1	0	1
69	1	1	1	21	30	16000	29000	1	0	1
47	0	1	1	17	32	16000	16000	1	1	1
54	1	0	0	17	40	16000	16000	0	0	0
22	1	0	1	16	38	16000	16000	1	0	2
67	0	1	1	20	25	16000	27000	1	0	2
45	0	0	1	22	50	16000	16000	1	3	2
26	0	0	1	16	30	16000	16620	1	0	2
32	0	0	1	16	40	16000	16000	1	0	1
33	1	1	1	20	60	16000	16000	1	0	1
41	1	0	1	19	40	16000	16000	1	0	1
58	0	0	1	16	40	16000	16000	1	1	1
45	0	0	1	14	40	16000	16000	1	2	1
35	1	1	1	14	40	16000	16000	1	3	1
74	1	0	1	22	28	16000	34000	1	2	1
29	1	0	1	21	40	16000	16000	1	1	1
32	1	1	1	19	40	16000	16000	1	0	1
33	1	0	1	12	40	16000	16000	0	0	2
20	1	0	1	16	35	16000	16000	1	0	2
36	1	1	1	9	40	16000	16000	1	0	2
63	1	0	1	20	40	16000	16000	0	0	1
43	1	1	1	21	40	16000	16000	0	3	1
27	1	0	1	19	37	16000	16000	1	0	2
33	0	1	1	15	36	16000	16000	1	0	1
23	1	0	1	19	37	16000	16000	1	0	1
58	0	0	1	17	37	16000	16000	1	2	1
19	0	0	1	16	60	16000	16000	1	0	1
30	1	1	0	18	30	16100	16100	1	0	0
51	1	0	0	17	32	16100	16100	1	0	0
20	0	0	1	16	50	16100	16100	1	0	1
34	1	1	1	20	40	16100	16100	1	0	1
41	0	1	1	20	38	16100	16100	1	0	1
46	0	0	1	16	24	16100	16100	1	0	1
55	1	1	1	16	30	16100	16100	1	0	1
62	1	0	0	16	30	16200	16200	1	0	0
20	1	0	1	15	25	16200	33400	1	1	2
68	1	1	1	16	18	16200	32000	1	0	2
40	0	1	1	19	55	16200	16200	1	0	1
42	1	0	1	17	36	16200	21000	1	0	1
50	0	0	1	16	40	16200	16200	1	0	1
61	1	1	1	16	40	16200	16200	1	0	1
62	1	1	1	16	40	16200	16200	1	0	1
55	1	1	1	16	30	16200	16200	1	2	1
60	1	0	1	21	38	16200	16200	1	0	1
23	0	0	1	21	20	16200	16200	0	2	1
70	0	1	1	24	24	16300	48200	1	1	2
24	0	0	1	18	40	16300	16300	1	0	1
24	1	1	1	19	40	16300	16300	1	0	1
28	0	1	1	19	80	16300	16300	1	0	1
28	0	1	1	19	80	16300	16300	1	0	1
42	1	0	1	21	45	16300	16300	1	0	1
54	0	0	1	20	40	16300	16300	1	0	1
64	1	1	1	16	30	16300	28200	1	0	1
38	1	0	1	21	40	16300	16300	1	2	1
66	1	0	1	16	27	16300	35100	1	1	1
67	1	0	1	16	27	16300	35100	1	1	1
57	1	0	1	20	32	16400	16400	1	0	2
29	1	0	1	16	37	16400	16400	1	0	1
34	1	0	1	16	37	16400	16400	1	0	1
42	1	0	1	16	40	16400	16400	1	0	1
52	1	0	1	21	32	16400	19400	1	0	1
59	1	1	1	22	38	16400	41700	1	2	1
59	1	1	1	19	25	16400	17500	1	0	1
24	1	0	1	19	38	16400	16400	1	0	1
27	0	0	0	17	50	16500	16500	1	0	0
27	0	0	0	17	50	16500	16500	1	0	0
27	0	0	0	17	50	16500	16500	1	0	0
27	0	0	0	17	50	16500	16500	1	0	0
57	1	0	1	16	29	16500	16500	1	0	2
21	1	0	1	19	35	16500	16500	1	1	2
54	1	0	1	21	25	16500	16500	1	2	2
49	0	0	1	16	50	16500	16500	1	0	2
21	0	0	1	20	40	16500	16500	1	0	1
49	1	1	1	19	24	16500	16500	1	0	1
51	1	1	1	19	26	16500	16500	1	0	1
57	1	1	1	18	35	16500	16500	1	2	1
66	0	1	1	21	50	16500	16500	1	0	1
73	1	1	1	16	36	16500	16500	1	2	1
21	1	0	0	19	40	16600	16600	1	0	0
30	0	1	0	17	40	16600	16600	1	0	0
30	0	0	0	17	35	16600	16600	1	0	0
47	1	0	1	15	32	16600	16600	1	0	2
25	0	0	1	14	60	16600	16600	1	0	1
25	1	1	1	21	30	16600	16600	1	0	1
28	1	1	1	18	48	16600	29100	1	0	1
28	0	0	1	20	40	16600	16600	1	0	1
47	1	0	1	17	32	16600	16600	1	0	1
57	1	1	1	16	32	16600	16600	1	0	1
62	1	1	1	16	28	16600	16600	1	0	1
62	1	1	1	16	38	16600	17410	1	1	1
51	0	1	1	23	35	16600	16600	1	2	1
65	0	1	1	16	32	16600	31000	1	0	2
52	0	0	0	21	40	16700	16990	1	0	0
63	1	1	0	16	24	16700	16700	1	1	0
24	0	0	1	19	20	16700	16700	1	0	1
29	1	0	1	22	30	16700	16700	1	0	1
44	1	0	1	16	20	16700	16700	1	0	1
54	0	0	1	21	45	16700	16700	1	0	1
44	1	1	1	21	29	16700	16700	1	1	1
63	1	1	1	22	24	16700	16700	1	1	1
55	1	1	1	20	24	16700	18300	1	2	1
74	1	1	1	24	32	16700	26200	1	3	1
54	0	0	1	20	32	16700	16700	1	0	1
32	0	0	0	16	40	16800	16800	1	0	0
32	1	1	0	19	35	16800	21800	1	0	0
50	0	1	0	11	32	16800	39800	1	1	0
20	1	0	1	18	40	16800	16800	1	0	1
22	1	1	1	18	40	16800	16800	1	0	1
22	1	0	1	20	40	16800	16800	1	0	1
24	1	0	1	21	35	16800	16800	1	0	1
25	1	0	1	19	30	16800	21300	1	0	1
26	0	0	1	16	40	16800	16800	1	0	1
55	1	1	1	16	35	16800	16800	1	0	1
58	1	1	1	16	24	16800	16800	1	0	1
62	1	1	1	10	40	16800	16800	1	0	1
43	0	0	1	21	35	16800	16800	1	1	1
27	1	1	1	21	30	16800	16800	1	3	1
56	1	0	0	18	32	16800	16800	1	2	0
34	1	0	1	19	18	16800	16800	1	0	1
24	0	1	1	15	40	16800	16800	1	0	1
47	0	1	0	9	70	16800	16800	0	0	0
36	1	1	1	17	40	16900	16900	1	0	2
21	0	1	1	16	40	16900	16900	1	0	1
36	0	1	1	16	40	16900	16900	1	0	1
24	1	0	1	19	50	16900	16900	1	1	1
31	0	0	0	19	35	17000	17000	0	0	0
52	0	1	0	9	40	17000	17000	0	0	0
18	0	0	0	17	40	17000	17000	1	0	0
26	0	0	0	16	25	17000	17000	1	0	0
30	0	0	0	14	40	17000	17000	1	0	0
30	1	0	0	19	40	17000	17000	1	0	0
32	0	0	0	15	40	17000	17000	1	0	0
34	0	0	0	16	40	17000	17000	1	0	0
36	0	0	0	17	40	17000	17000	1	0	0
42	1	0	0	17	40	17000	17000	1	0	0
42	1	0	0	19	40	17000	17000	1	0	0
51	0	0	0	16	40	17000	17000	1	0	0
52	0	1	0	19	25	17000	17000	1	0	0
57	0	1	0	12	40	17000	17000	1	0	0
59	0	0	0	16	40	17000	17000	1	0	0
60	0	0	0	16	60	17000	17000	1	0	0
64	1	1	0	21	4	17000	25000	1	0	0
21	0	0	0	9	15	17000	17000	0	0	0
41	1	0	0	14	32	17000	21800	1	0	0
19	1	0	1	19	25	17000	17000	1	0	2
20	0	0	1	19	50	17000	17000	1	0	2
22	1	0	1	13	38	17000	17000	1	0	2
37	1	0	1	20	30	17000	17000	1	0	2
39	1	0	1	16	25	17000	20600	1	0	2
39	1	0	1	16	25	17000	20600	1	0	2
41	1	0	1	16	20	17000	21200	1	0	2
45	1	0	1	16	32	17000	17000	1	0	2
50	1	1	1	11	40	17000	17000	1	0	2
51	1	0	1	16	40	17000	17000	1	0	2
55	1	0	1	17	35	17000	17000	1	0	2
67	0	1	1	16	24	17000	47500	1	0	2
46	1	0	1	16	35	17000	25000	1	2	2
65	0	1	1	22	20	17000	23000	1	2	2
37	0	0	1	16	40	17000	17000	1	0	2
68	1	1	1	16	35	17000	25300	1	0	2
73	1	1	1	16	8	17000	25800	1	0	2
33	1	0	1	20	29	17000	17000	1	2	2
41	1	1	1	18	35	17000	17000	1	0	2
40	1	1	1	24	40	17000	17000	1	0	1
55	0	1	1	16	40	17000	17000	1	0	1
18	0	0	1	17	40	17000	17000	1	0	1
19	0	0	1	17	40	17000	17000	1	0	1
20	0	0	1	15	40	17000	17000	1	0	1
20	0	0	1	16	40	17000	17000	1	0	1
20	0	0	1	16	40	17000	17000	1	0	1
20	0	0	1	16	40	17000	17000	1	0	1
21	0	0	1	18	36	17000	17000	1	0	1
21	1	0	1	19	25	17000	17000	1	0	1
21	1	0	1	20	20	17000	17000	1	0	1
22	1	0	1	13	62	17000	17000	1	0	1
22	0	0	1	19	40	17000	18200	1	0	1
22	0	0	1	21	40	17000	17000	1	0	1
23	1	1	1	16	40	17000	17000	1	0	1
23	0	0	1	16	30	17000	17000	1	0	1
24	1	0	1	18	25	17000	17000	1	0	1
25	0	0	1	11	50	17000	17000	1	0	1
25	0	1	1	16	30	17000	17000	1	0	1
25	0	0	1	17	47	17000	17000	1	0	1
25	1	1	1	18	40	17000	17000	1	0	1
26	0	0	1	19	35	17000	17000	1	0	1
28	1	1	1	19	40	17000	18200	1	0	1
29	0	0	1	17	40	17000	17000	1	0	1
29	1	0	1	18	40	17000	23200	1	0	1
30	0	1	1	14	40	17000	17000	1	0	1
33	0	1	1	13	40	17000	17000	1	0	1
33	0	0	1	21	22	17000	17000	1	0	1
35	1	0	1	18	40	17000	17000	1	0	1
35	1	1	1	20	40	17000	17000	1	0	1
36	0	1	1	16	40	17000	17000	1	0	1
36	0	1	1	18	45	17000	17000	1	0	1
37	1	1	1	19	8	17000	17000	1	0	1
38	1	1	1	16	40	17000	17000	1	0	1
38	0	1	1	19	30	17000	17000	1	0	1
38	1	1	1	19	25	17000	17000	1	0	1
38	1	1	1	20	32	17000	9900	1	0	1
39	1	1	1	16	40	17000	17000	1	0	1
39	0	1	1	16	40	17000	17000	1	0	1
40	1	0	1	16	40	17000	22200	1	0	1
44	1	1	1	19	8	17000	17000	1	0	1
45	1	1	1	19	35	17000	17000	1	0	1
46	1	1	1	16	32	17000	17000	1	0	1
46	1	0	1	19	40	17000	17000	1	0	1
49	1	1	1	16	32	17000	17000	1	0	1
50	1	1	1	16	36	17000	17000	1	0	1
50	1	1	1	16	32	17000	17000	1	0	1
50	1	1	1	19	39	17000	19500	1	0	1
53	0	1	1	16	40	17000	17000	1	0	1
53	1	1	1	21	40	17000	53000	1	0	1
54	1	1	1	16	60	17000	17000	1	0	1
55	1	0	1	20	40	17000	17000	1	0	1
56	1	0	1	19	38	17000	17000	1	0	1
58	1	1	1	16	40	17000	17000	1	0	1
60	1	1	1	16	38	17000	17000	1	0	1
61	0	0	1	19	40	17000	17000	1	0	1
25	0	1	1	21	50	17000	17000	1	1	1
32	1	0	1	19	20	17000	17000	1	1	1
44	1	1	1	16	40	17000	17000	1	1	1
44	1	1	1	20	40	17000	17000	1	1	1
44	1	1	1	20	15	17000	17000	1	1	1
52	1	0	1	18	40	17000	17000	1	1	1
58	1	0	1	16	37	17000	17000	1	1	1
60	1	1	1	22	48	17000	17500	1	1	1
24	0	0	1	21	40	17000	20600	1	2	1
37	0	0	1	17	40	17000	17000	1	2	1
57	1	1	1	21	16	17000	17000	1	2	1
57	1	1	1	21	40	17000	18200	1	2	1
38	1	1	1	19	30	17000	17000	1	2	1
36	1	1	1	21	40	17000	17000	1	2	1
37	1	1	1	22	50	17000	24400	1	2	1
53	1	1	1	16	40	17000	17000	1	2	1
59	1	1	1	16	40	17000	25000	1	2	1
46	1	0	1	24	45	17000	19100	0	2	1
42	1	0	1	16	30	17000	17000	1	2	1
54	1	0	1	21	45	17000	19100	1	2	1
41	0	0	1	21	58	17000	17000	1	3	1
49	1	1	1	16	40	17000	17000	1	3	1
51	1	1	1	22	10	17000	17000	1	3	1
22	1	0	1	16	40	17000	17000	1	0	1
28	0	0	1	16	48	17000	17000	1	0	1
29	0	0	1	17	25	17000	17000	1	0	1
34	1	0	1	16	40	17000	17000	1	0	1
42	1	1	1	13	21	17000	17000	1	0	1
53	0	0	1	16	40	17000	17000	1	0	1
55	1	1	1	17	40	17000	17000	1	0	1
63	1	1	1	16	25	17000	26000	1	2	1
64	0	1	1	16	40	17000	17000	1	2	1
35	0	0	1	16	40	17000	17000	1	0	1
53	1	1	1	19	37	17000	17000	1	2	1
41	1	1	1	16	40	17000	17000	1	0	1
73	0	1	1	12	30	17000	18100	1	0	1
33	0	1	1	21	40	17000	33700	1	0	1
53	0	1	1	18	35	17000	19400	1	0	1
54	1	0	1	15	40	17000	17000	1	0	1
66	0	1	1	21	40	17000	38700	1	2	1
70	1	1	1	16	8	17000	25800	1	0	1
39	1	0	1	16	20	17000	37000	1	0	1
63	1	0	0	19	32	17000	17000	1	0	0
30	1	0	0	19	40	17000	17000	1	1	0
26	0	0	1	19	35	17000	17000	1	0	2
30	1	0	1	11	40	17000	19400	1	0	2
34	0	0	1	16	40	17000	17000	1	0	2
37	1	0	1	14	25	17000	17000	1	0	2
36	1	0	1	20	30	17000	17000	1	2	2
53	1	0	1	21	30	17000	17000	1	2	2
33	1	0	1	19	25	17000	50000	1	0	1
45	0	1	1	16	40	17000	17000	1	0	1
57	0	0	1	16	44	17000	29080	1	0	1
59	0	0	1	16	44	17000	29080	1	0	1
57	0	1	1	20	70	17000	17000	1	0	2
24	0	0	1	22	20	17000	17000	0	0	1
24	0	0	1	22	20	17000	17000	0	0	1
25	1	0	1	21	20	17000	17000	0	0	1
27	0	0	1	21	20	17000	17000	0	0	1
27	0	0	1	21	20	17000	17000	0	0	1
18	0	0	1	16	7	17000	17000	0	0	1
18	0	0	1	16	7	17000	17000	0	0	1
41	0	1	1	9	40	17000	17000	1	0	1
26	0	1	1	20	50	17000	17600	1	0	2
19	1	0	1	15	30	17000	17000	1	0	1
45	0	0	1	21	40	17000	17000	1	0	1
35	1	0	1	21	20	17000	17000	1	2	1
36	1	0	1	19	38	17100	23100	1	0	2
42	1	1	1	19	32	17100	18900	1	0	2
29	0	0	1	16	52	17100	17100	1	0	1
34	0	0	1	16	40	17100	17100	1	0	1
34	1	1	1	19	40	17100	25000	1	0	1
59	1	1	1	16	40	17100	17100	1	0	1
73	1	0	1	16	28	17100	17100	1	0	1
62	0	1	1	18	30	17100	18600	1	1	1
60	1	1	1	21	25	17100	17100	1	2	1
69	1	1	1	16	40	17100	43100	1	0	1
21	0	0	0	19	40	17100	17100	1	1	0
30	0	0	0	16	40	17100	17100	1	0	0
31	1	1	1	22	40	17100	17690	1	2	1
23	0	0	1	15	40	17200	17200	1	0	2
37	1	0	1	19	40	17200	17200	1	0	2
38	1	1	1	19	40	17200	17200	1	0	1
59	1	0	1	17	40	17200	17200	1	0	1
39	1	0	1	21	35	17200	26450	1	3	1
52	1	0	1	16	40	17200	17200	1	0	1
65	1	1	1	16	25	17200	17870	1	2	1
