"age"	"sex"	"marst"	"healthins"	"educ"	"hrswork"	"incwage"	"inctotal"	"uscit"	"cow"	"typehealthins"
19	1	0	1	16	40	12000	12000	1	0	1
19	0	0	1	16	24	12000	12000	1	0	1
20	1	0	1	19	27	12000	12000	1	0	1
21	1	0	1	19	20	12000	12000	1	0	1
21	1	0	1	19	27	12000	12000	1	0	1
22	1	1	1	16	20	12000	12000	1	0	1
22	1	0	1	19	40	12000	12000	1	0	1
22	0	0	1	19	20	12000	12000	1	0	1
23	1	0	1	19	40	12000	12000	1	0	1
24	1	1	1	16	40	12000	12000	1	0	1
24	0	0	1	20	40	12000	12000	1	0	1
25	1	0	1	17	40	12000	12000	1	0	1
27	1	0	1	18	40	12000	12000	1	0	1
30	1	1	1	18	12	12000	12000	1	0	1
33	1	1	1	16	30	12000	12000	1	0	1
41	1	1	1	17	32	12000	12000	1	0	1
41	0	1	1	19	40	12000	12000	1	0	1
47	1	1	1	21	40	12000	12000	1	0	1
49	1	1	1	16	30	12000	12000	1	0	1
51	0	0	1	21	50	12000	12000	1	0	1
53	1	1	1	19	30	12000	12000	1	0	1
55	0	1	1	16	32	12000	12000	1	0	1
57	1	1	1	16	20	12000	12000	1	0	1
63	1	1	1	16	40	12000	31400	1	0	1
63	0	0	1	21	20	12000	20000	1	0	1
64	1	1	1	20	12	12000	38700	1	0	1
51	1	1	1	19	20	12000	12000	0	1	1
25	1	1	1	21	13	12000	12000	1	1	1
32	1	1	1	21	25	12000	15030	1	1	1
42	1	1	1	21	39	12000	12000	1	1	1
47	1	1	1	21	29	12000	12000	1	1	1
58	1	1	1	20	18	12000	12000	1	1	1
62	1	1	1	15	30	12000	12000	1	1	1
23	1	0	1	21	30	12000	12000	1	2	1
26	1	1	1	21	40	12000	12000	1	2	1
52	1	1	1	18	36	12000	12000	1	2	1
62	1	1	1	21	33	12000	73800	1	2	1
64	1	1	1	20	26	12000	19500	1	2	1
57	1	1	1	16	40	12000	12000	1	2	1
64	1	1	1	16	28	12000	14800	1	2	1
60	1	1	1	21	30	12000	12000	1	3	1
38	0	1	1	21	70	12000	12000	1	3	1
27	0	0	1	16	20	12000	12000	1	0	1
48	1	1	1	19	40	12000	26000	1	3	1
61	0	1	1	22	60	12000	26800	1	0	1
63	0	1	1	17	20	12000	40180	1	0	1
72	1	1	1	16	16	12000	35600	1	0	1
75	0	1	1	16	40	12000	44100	1	0	1
65	1	1	1	16	32	12000	21600	1	2	1
30	1	0	1	20	45	12000	12000	1	0	1
33	1	0	1	22	35	12000	12000	1	0	1
57	0	0	1	16	40	12000	12000	1	0	1
24	1	0	1	19	36	12000	12000	1	0	1
23	1	0	1	13	40	12000	12000	0	0	1
60	1	0	0	17	23	12000	19500	1	0	0
33	1	1	1	20	28	12000	12000	1	2	1
48	1	1	1	21	30	12100	22700	1	0	2
48	1	1	1	11	30	12300	13300	1	1	1
63	1	1	0	18	24	12500	23200	1	0	0
20	1	0	1	19	20	12500	12500	1	0	1
31	1	1	1	16	32	12500	12500	1	0	1
68	1	1	1	16	25	12500	31400	1	0	1
21	1	0	1	16	40	12600	12600	1	0	2
49	0	1	1	17	50	12700	12700	1	0	1
22	1	0	1	16	32	12700	13700	1	2	1
26	0	0	0	21	60	12800	12800	1	1	0
52	1	1	1	16	8	12800	12800	1	0	1
23	0	0	0	16	30	12900	12900	1	0	0
62	0	0	1	19	25	12900	28600	1	2	1
35	0	0	0	16	29	12900	12900	1	0	0
32	1	1	0	19	40	13000	13000	1	0	0
45	0	0	0	18	40	13000	13000	1	0	0
56	0	0	0	19	28	13000	13000	1	0	0
59	0	0	0	18	21	13000	13000	1	0	0
57	0	0	0	16	28	13000	13000	1	0	0
68	0	1	1	18	15	13000	47700	1	0	2
20	1	0	1	16	40	13000	13000	1	0	1
21	0	0	1	17	8	13000	13000	1	0	1
24	0	0	1	17	33	13000	13000	1	0	1
24	1	0	1	20	40	13000	13000	1	0	1
36	1	0	1	14	27	13000	13000	1	0	1
51	1	0	1	18	40	13000	13000	1	0	1
58	0	1	1	20	50	13000	14700	1	0	1
59	1	1	1	13	30	13000	13000	1	0	1
20	1	0	1	16	20	13000	13000	1	1	1
57	1	1	1	19	30	13000	14200	1	1	1
64	0	1	1	16	25	13000	22000	1	1	1
21	1	0	1	19	35	13000	13000	1	2	1
25	0	0	1	19	18	13000	13000	1	0	1
55	1	1	1	18	30	13000	13000	1	1	1
53	0	1	0	14	40	13000	13000	1	0	0
60	1	1	1	17	40	13000	33000	1	1	1
28	0	0	1	16	35	13100	13100	1	0	2
20	0	0	1	16	26	13100	13100	1	0	1
24	1	0	1	18	20	13200	13200	1	0	2
66	1	1	1	19	20	13200	20150	1	0	1
20	0	0	1	19	25	13300	13300	1	0	1
36	1	1	1	20	20	13300	13300	1	3	1
59	1	0	1	11	28	13300	13300	1	0	1
69	1	1	1	20	20	13300	13300	1	2	1
42	1	1	1	20	26	13400	19400	1	1	1
57	0	1	0	19	25	13500	17700	1	3	0
39	1	1	1	21	29	13500	13500	1	2	1
50	1	0	1	16	27	13500	13500	1	1	2
28	1	0	1	14	30	13500	13500	1	0	1
19	1	0	1	18	34	13600	13600	1	0	1
32	0	1	0	19	40	13700	21900	1	0	0
36	0	1	1	16	20	13700	13700	1	0	2
32	1	0	1	21	40	13700	13700	1	1	1
70	0	0	1	16	34	13700	27600	1	1	1
20	1	1	0	16	40	13800	13800	1	0	0
21	1	0	1	18	26	13900	13900	1	0	1
18	0	0	0	18	24	14000	14000	1	0	0
21	1	1	0	14	40	14000	14000	1	0	0
26	1	1	0	16	30	14000	14000	1	0	0
52	1	0	0	19	33	14000	18000	1	0	0
31	0	0	1	17	40	14000	14000	1	0	2
34	1	1	1	17	15	14000	14000	1	0	2
41	1	0	1	16	30	14000	14000	1	0	2
45	0	1	1	19	70	14000	14000	1	0	2
49	0	0	1	16	48	14000	14000	1	0	2
66	1	0	1	16	23	14000	21100	1	0	2
21	1	0	1	16	36	14000	14000	1	0	2
22	1	0	1	21	40	14000	14000	1	0	1
23	1	0	1	19	25	14000	14000	1	0	1
25	0	0	1	16	38	14000	14000	1	0	1
27	0	0	1	19	30	14000	14000	1	0	1
29	0	1	1	19	36	14000	14000	1	0	1
30	0	0	1	20	20	14000	14000	1	0	1
36	0	1	1	16	38	14000	14000	1	0	1
37	1	1	1	16	20	14000	14000	1	0	1
39	1	1	1	16	36	14000	14000	1	0	1
57	0	0	1	19	36	14000	53600	1	0	1
57	1	1	1	21	16	14000	14000	1	0	1
29	1	0	1	21	40	14000	14000	1	1	1
44	1	1	1	19	32	14000	14000	1	2	1
51	1	1	1	16	28	14000	14000	1	2	1
62	1	0	1	16	25	14000	24000	1	2	1
55	0	0	1	16	30	14000	14000	1	0	1
36	1	0	1	18	35	14000	18800	1	1	1
22	1	0	1	16	45	14000	14000	1	0	2
29	1	0	1	16	40	14000	14000	1	0	2
39	1	0	1	14	60	14000	14000	1	0	2
36	0	1	1	19	50	14000	14000	1	0	1
25	1	0	0	16	40	14000	14000	1	0	0
28	0	0	0	16	40	14000	14000	0	0	0
23	0	0	1	16	20	14000	14000	1	0	2
47	1	1	1	16	40	14100	14100	1	2	2
55	0	1	1	19	40	14200	14200	1	2	2
59	0	0	1	17	45	14200	14200	1	2	1
22	1	0	0	21	33	14200	14200	0	0	0
58	0	1	1	19	40	14300	56400	1	0	1
64	0	1	1	13	18	14300	45300	1	3	1
40	1	1	0	19	40	14400	23400	1	0	0
23	1	0	1	18	36	14400	14400	1	0	2
56	1	0	1	17	40	14400	14400	1	0	2
21	0	0	1	13	40	14400	14400	1	0	1
47	1	1	1	16	40	14400	14400	1	0	1
40	1	1	0	15	30	14500	14500	1	0	0
21	0	0	1	11	50	14500	14500	1	0	2
20	0	0	1	16	25	14500	14500	1	0	1
24	0	1	1	16	40	14500	14500	1	0	1
49	1	0	1	19	42	14500	14500	1	1	1
38	1	1	1	20	40	14600	14600	1	0	1
27	1	1	1	19	40	14700	14700	1	0	2
27	1	0	1	18	60	14700	14700	1	1	2
38	1	1	1	19	27	14700	14700	1	0	1
74	0	1	1	16	30	14800	37100	1	0	2
22	0	0	0	15	40	15000	15000	1	0	0
34	0	0	0	16	44	15000	15000	1	0	0
36	1	0	0	19	30	15000	15000	1	0	0
37	1	1	0	19	25	15000	15000	1	0	0
50	1	1	0	23	20	15000	15000	1	0	0
18	0	0	1	17	40	15000	15000	1	0	2
21	0	0	1	14	40	15000	15000	1	0	2
26	1	0	1	21	29	15000	20000	1	0	2
30	1	0	1	21	40	15000	15000	1	0	2
36	1	1	1	20	40	15000	15000	1	0	2
41	0	0	1	19	30	15000	15500	1	0	2
66	0	1	1	21	25	15000	22000	1	0	2
72	0	1	1	19	35	15000	42900	1	0	2
65	1	1	1	16	14	15000	20400	1	2	2
58	1	0	1	19	17	15000	15000	1	0	2
58	1	0	1	19	17	15000	15000	1	0	2
33	1	1	1	21	25	15000	15000	0	0	1
29	1	1	1	19	35	15000	20900	1	0	1
18	0	0	1	16	40	15000	15000	1	0	1
19	1	0	1	19	25	15000	15000	1	0	1
21	1	0	1	16	40	15000	15000	1	0	1
21	1	0	1	19	30	15000	15000	1	0	1
22	0	1	1	21	25	15000	15000	1	0	1
23	1	1	1	15	29	15000	15000	1	0	1
23	1	0	1	20	40	15000	15000	1	0	1
23	0	0	1	21	40	15000	15000	1	0	1
24	0	0	1	19	35	15000	15000	1	0	1
25	1	0	1	19	30	15000	15000	1	0	1
26	0	0	1	17	50	15000	15004	1	0	1
28	0	0	1	18	40	15000	15000	1	0	1
29	0	0	1	19	30	15000	15000	1	0	1
30	1	0	1	18	40	15000	15000	1	0	1
33	0	0	1	19	40	15000	15000	1	0	1
38	1	1	1	19	40	15000	15000	1	0	1
38	1	1	1	20	35	15000	20000	1	0	1
45	0	0	1	16	40	15000	15000	1	0	1
45	1	1	1	19	17	15000	15000	1	0	1
46	1	1	1	16	40	15000	15000	1	0	1
46	1	0	1	16	40	15000	15000	1	0	1
46	0	1	1	19	40	15000	15000	1	0	1
47	1	1	1	16	20	15000	15000	1	0	1
47	1	0	1	21	40	15000	25000	1	0	1
49	0	1	1	17	40	15000	19000	1	0	1
49	1	0	1	20	40	15000	15000	1	0	1
50	1	1	1	21	20	15000	15000	1	0	1
54	1	1	1	16	30	15000	15000	1	0	1
61	1	1	1	16	20	15000	15000	1	0	1
62	1	0	1	18	24	15000	34400	1	0	1
24	0	0	1	21	30	15000	15050	1	1	1
24	1	0	1	21	45	15000	15000	1	1	1
32	0	1	1	22	20	15000	15000	1	1	1
36	1	1	1	18	20	15000	15000	1	1	1
46	1	0	1	22	20	15000	78000	1	1	1
58	1	1	1	21	35	15000	17300	1	1	1
60	0	1	1	21	32	15000	15000	1	1	1
64	1	1	1	19	35	15000	31700	1	2	1
18	0	0	1	18	40	15000	15000	1	2	1
41	0	1	1	19	40	15000	15000	1	3	1
52	1	1	1	16	52	15000	15000	1	3	1
68	0	1	1	21	40	15000	50000	1	3	1
56	1	0	1	16	32	15000	15000	1	0	1
22	0	0	1	16	32	15000	15000	1	1	1
40	1	1	1	21	40	15000	15250	1	2	1
22	1	0	1	19	40	15000	16000	1	0	1
69	1	1	1	16	25	15000	24300	1	0	1
70	0	1	1	11	25	15000	54500	1	0	1
65	1	1	1	18	38	15000	34200	1	1	1
25	0	0	1	20	40	15000	15000	1	0	1
34	1	1	1	19	40	15000	15000	1	0	1
46	0	0	1	13	40	15000	15000	1	0	1
34	0	0	1	18	40	15000	15000	1	0	1
28	1	0	1	20	40	15000	20000	1	2	1
23	1	0	0	16	35	15000	15000	1	0	0
55	0	1	1	18	70	15000	15000	1	3	1
28	0	1	0	19	48	15000	15000	0	0	0
30	1	0	1	16	32	15000	15000	1	0	2
49	1	1	1	16	35	15000	15000	1	0	1
23	1	0	1	19	20	15100	15100	1	0	1
45	1	1	1	16	35	15100	15100	1	0	1
49	1	1	1	16	50	15100	15100	1	0	1
27	0	1	1	22	20	15100	15100	0	0	1
34	1	0	1	15	34	15100	15100	1	0	2
62	1	1	0	16	40	15300	15310	1	0	0
21	0	0	1	16	30	15500	15500	1	0	1
46	0	0	1	18	22	15500	31000	1	2	2
46	1	0	1	19	30	15600	15600	1	0	2
73	1	1	1	16	15	15600	15600	1	3	2
63	1	1	1	22	20	15600	17100	1	1	1
26	1	0	1	21	50	15600	15600	1	1	1
58	1	1	1	16	40	15600	18600	1	1	1
63	0	1	1	16	28	15700	55600	1	2	1
35	0	0	0	17	40	16000	16000	1	0	0
44	0	0	0	16	48	16000	16000	1	0	0
52	1	0	0	14	38	16000	16000	1	0	0
59	1	1	0	16	36	16000	16000	1	0	0
55	0	0	0	13	45	16000	16000	1	0	0
35	1	1	1	20	40	16000	16170	1	0	2
35	1	0	1	20	40	16000	16170	1	0	2
65	0	1	1	19	32	16000	16000	1	3	2
18	0	0	1	16	25	16000	16000	1	0	1
21	0	0	1	18	35	16000	16000	1	0	1
23	1	1	1	16	40	16000	16000	1	0	1
25	1	0	1	16	40	16000	16000	1	0	1
26	1	1	1	21	42	16000	16000	1	0	1
28	1	0	1	16	40	16000	21500	1	0	1
29	1	0	1	16	25	16000	16000	1	0	1
38	0	0	1	16	40	16000	16000	1	0	1
49	1	0	1	16	40	16000	16000	1	0	1
49	1	1	1	22	40	16000	16000	1	0	1
53	0	1	1	17	40	16000	16000	1	0	1
56	1	1	1	16	40	16000	16000	1	0	1
58	1	1	1	14	35	16000	16000	1	0	1
58	1	0	1	19	37	16000	16880	1	0	1
61	1	1	1	16	24	16000	16000	1	0	1
35	1	1	1	20	30	16000	16000	1	1	1
57	1	1	1	21	40	16000	16000	1	1	1
58	0	0	1	16	40	16000	16000	1	1	1
54	1	1	1	16	40	16000	16000	1	2	1
62	1	0	1	16	34	16000	28000	1	2	1
40	1	1	1	16	40	16000	24900	1	3	1
56	0	0	1	17	37	16000	16000	1	2	1
69	1	0	1	16	36	16000	27000	1	0	1
69	1	1	1	21	30	16000	29000	1	0	1
54	1	0	0	17	40	16000	16000	0	0	0
58	0	0	1	16	40	16000	16000	1	1	1
29	1	0	1	21	40	16000	16000	1	1	1
36	1	1	1	9	40	16000	16000	1	0	2
27	1	0	1	19	37	16000	16000	1	0	2
33	0	1	1	15	36	16000	16000	1	0	1
30	1	1	0	18	30	16100	16100	1	0	0
20	0	0	1	16	50	16100	16100	1	0	1
41	0	1	1	20	38	16100	16100	1	0	1
40	0	1	1	19	55	16200	16200	1	0	1
55	1	1	1	16	30	16200	16200	1	2	1
28	0	1	1	19	80	16300	16300	1	0	1
28	0	1	1	19	80	16300	16300	1	0	1
38	1	0	1	21	40	16300	16300	1	2	1
66	1	0	1	16	27	16300	35100	1	1	1
67	1	0	1	16	27	16300	35100	1	1	1
57	1	0	1	20	32	16400	16400	1	0	2
54	1	0	1	21	25	16500	16500	1	2	2
57	1	1	1	18	35	16500	16500	1	2	1
51	0	1	1	23	35	16600	16600	1	2	1
52	0	0	0	21	40	16700	16990	1	0	0
24	0	0	1	19	20	16700	16700	1	0	1
44	1	1	1	21	29	16700	16700	1	1	1
63	1	1	1	22	24	16700	16700	1	1	1
74	1	1	1	24	32	16700	26200	1	3	1
62	1	1	1	10	40	16800	16800	1	0	1
43	0	0	1	21	35	16800	16800	1	1	1
21	0	1	1	16	40	16900	16900	1	0	1
24	1	0	1	19	50	16900	16900	1	1	1
57	0	1	0	12	40	17000	17000	1	0	0
64	1	1	0	21	4	17000	25000	1	0	0
19	1	0	1	19	25	17000	17000	1	0	2
50	1	1	1	11	40	17000	17000	1	0	2
65	0	1	1	22	20	17000	23000	1	2	2
73	1	1	1	16	8	17000	25800	1	0	2
20	0	0	1	16	40	17000	17000	1	0	1
20	0	0	1	16	40	17000	17000	1	0	1
22	0	0	1	21	40	17000	17000	1	0	1
23	0	0	1	16	30	17000	17000	1	0	1
35	1	1	1	20	40	17000	17000	1	0	1
37	1	1	1	19	8	17000	17000	1	0	1
50	1	1	1	19	39	17000	19500	1	0	1
56	1	0	1	19	38	17000	17000	1	0	1
60	1	1	1	16	38	17000	17000	1	0	1
44	1	1	1	20	40	17000	17000	1	1	1
52	1	0	1	18	40	17000	17000	1	1	1
59	1	1	1	16	40	17000	25000	1	2	1
54	1	0	1	21	45	17000	19100	1	2	1
49	1	1	1	16	40	17000	17000	1	3	1
53	0	0	1	16	40	17000	17000	1	0	1
64	0	1	1	16	40	17000	17000	1	2	1
33	0	1	1	21	40	17000	33700	1	0	1
39	1	0	1	16	20	17000	37000	1	0	1
57	0	1	1	20	70	17000	17000	1	0	2
27	0	0	1	21	20	17000	17000	0	0	1
18	0	0	1	16	7	17000	17000	0	0	1
42	1	1	1	19	32	17100	18900	1	0	2
34	0	0	1	16	40	17100	17100	1	0	1
59	1	1	1	16	40	17100	17100	1	0	1
69	1	1	1	16	40	17100	43100	1	0	1
30	0	0	0	16	40	17100	17100	1	0	0
39	1	0	1	21	35	17200	26450	1	3	1
33	0	1	1	19	28	17400	20200	1	1	1
75	0	1	1	20	10	17400	42740	1	1	1
23	0	0	1	21	40	17500	17500	1	0	1
24	0	0	1	18	40	17500	17500	1	0	1
61	0	0	1	19	40	17500	17500	1	0	1
66	1	0	1	19	24	17600	36500	1	0	2
68	1	0	1	13	38	17700	26500	1	0	2
27	0	0	1	21	30	17800	17800	1	0	1
45	1	1	1	16	40	17800	17800	1	0	1
53	1	0	1	19	30	17800	17800	1	2	1
28	0	0	1	15	30	17900	17900	1	0	1
38	1	0	0	16	40	18000	18000	0	0	0
47	0	0	0	12	40	18000	18000	0	0	0
43	1	1	0	19	32	18000	18000	1	0	0
50	1	0	0	16	40	18000	18000	1	0	0
52	0	0	0	17	36	18000	18000	1	0	0
62	0	1	0	16	40	18000	38400	1	0	0
20	1	0	1	19	25	18000	18000	1	0	2
27	0	0	1	16	35	18000	18000	1	0	2
35	1	1	1	19	40	18000	18000	1	0	2
67	1	1	1	23	65	18000	38500	1	1	2
28	0	1	1	19	30	18000	18000	1	2	2
18	0	0	1	18	45	18000	18000	1	0	1
22	0	0	1	17	40	18000	18000	1	0	1
23	0	0	1	16	40	18000	18000	1	0	1
24	1	0	1	19	40	18000	18000	1	0	1
25	0	0	1	16	40	18000	18000	1	0	1
26	1	0	1	18	30	18000	18000	1	0	1
29	1	1	1	15	24	18000	18000	1	0	1
33	1	0	1	21	30	18000	22000	1	0	1
35	0	1	1	16	32	18000	18000	1	0	1
35	0	1	1	20	32	18000	18000	1	0	1
41	0	1	1	16	40	18000	18000	1	0	1
43	1	1	1	16	40	18000	18000	1	0	1
44	1	0	1	16	40	18000	18000	1	0	1
47	1	0	1	19	40	18000	18000	1	0	1
48	0	1	1	17	40	18000	18000	1	0	1
49	1	1	1	16	35	18000	18000	1	0	1
55	0	1	1	21	30	18000	18000	1	0	1
58	1	1	1	17	35	18000	18100	1	0	1
62	1	0	1	16	40	18000	24000	1	0	1
62	1	1	1	18	40	18000	18000	1	0	1
63	0	0	1	20	45	18000	30000	1	0	1
65	1	1	1	18	36	18000	18000	1	0	1
32	1	1	1	21	40	18000	22500	1	1	1
49	1	0	1	22	40	18000	18000	1	1	1
61	1	1	1	16	40	18000	18000	1	1	1
62	1	1	1	22	40	18000	18000	1	1	1
43	1	1	1	21	29	18000	18000	1	2	1
64	1	1	1	21	32	18000	39500	1	2	1
36	0	1	1	22	45	18000	18000	0	2	1
56	1	1	1	22	24	18000	18000	1	2	1
51	0	1	1	21	35	18000	24500	1	3	1
30	1	1	1	23	50	18000	18000	1	3	1
41	1	0	1	16	40	18000	18000	1	0	1
56	1	1	1	16	40	18000	18000	1	0	1
60	1	1	1	16	32	18000	29000	1	3	1
57	1	1	1	21	44	18000	18310	1	0	1
18	0	1	1	16	40	18000	18000	1	0	1
69	1	1	1	20	20	18000	36000	1	3	1
22	1	0	0	19	40	18000	18000	1	0	0
23	1	0	1	19	40	18000	18000	1	0	2
33	1	0	1	16	32	18000	18000	0	0	1
28	0	0	1	17	40	18000	18000	1	0	1
23	1	0	1	19	27	18000	18000	1	0	1
35	0	1	1	16	45	18000	18000	1	0	1
32	0	0	1	16	40	18000	18000	0	0	1
48	0	1	1	16	40	18000	18000	1	0	1
21	0	0	1	19	10	18000	18000	1	0	1
32	1	0	1	22	15	18000	18350	1	0	2
42	1	1	1	19	40	18000	18000	1	0	2
35	1	0	1	16	20	18100	18100	1	0	1
54	1	0	1	20	38	18200	18200	1	0	1
31	1	0	1	21	25	18200	18200	1	2	1
66	0	1	1	16	44	18200	28800	1	0	1
59	1	1	1	19	22	18300	18300	1	1	1
63	0	0	1	17	50	18300	26200	1	0	1
20	1	0	1	18	40	18400	18400	0	0	1
67	1	1	1	19	20	18400	29200	1	0	1
30	0	0	0	19	34	18500	18501	1	0	0
63	1	0	1	16	24	18500	56500	1	1	1
60	0	1	1	12	70	18500	18500	1	3	1
55	1	1	1	18	37	18500	18800	1	1	1
68	0	1	1	13	16	18600	37700	1	0	2
21	1	0	1	19	30	18800	18800	1	0	1
49	1	0	1	16	35	18800	26000	1	2	1
53	1	1	1	16	35	18800	18800	1	2	1
50	0	0	1	17	40	18900	18900	1	0	1
47	1	1	1	16	40	18900	18900	1	2	1
61	0	0	1	16	55	18900	48900	1	3	1
36	1	0	0	18	36	19000	19840	1	0	0
52	1	0	0	20	30	19000	19000	1	0	0
28	0	1	1	12	40	19000	19000	1	0	2
38	1	0	1	19	30	19000	19000	1	0	1
41	1	1	1	16	32	19000	19000	1	0	1
31	1	1	1	16	40	19000	19000	1	2	1
64	1	1	1	16	40	19000	21200	1	2	1
39	1	1	1	20	32	19000	22400	1	3	1
44	1	0	0	16	29	19000	19000	1	0	0
57	1	0	1	16	35	19000	19000	1	0	1
49	1	0	0	16	40	19000	19000	0	0	0
43	1	1	1	16	40	19100	19100	0	0	1
54	1	0	1	17	34	19100	19100	1	1	1
66	0	0	1	20	17	19100	87500	1	0	1
35	0	1	0	16	40	19200	19200	1	0	0
40	1	0	1	19	45	19200	19200	1	0	1
19	0	0	1	18	32	19200	19200	1	0	1
21	1	0	1	16	40	19200	19200	1	0	1
22	1	0	1	20	42	19200	19200	1	0	1
46	1	1	1	16	36	19200	19200	1	0	1
60	1	1	1	16	40	19200	19200	1	1	1
36	0	1	1	17	40	19200	19200	1	0	1
46	1	0	1	19	40	19300	30700	1	0	1
60	1	1	1	21	37	19300	19300	1	2	1
69	1	1	1	16	32	19500	31000	1	0	2
23	1	0	1	21	30	19500	19500	1	0	1
49	0	0	0	19	35	19500	19500	1	0	0
28	0	1	1	14	40	19700	19700	1	0	1
19	1	0	1	11	42	19800	21700	1	0	2
55	1	0	1	16	40	19800	19800	1	1	1
24	0	1	1	16	44	19900	19900	1	0	1
25	1	1	0	18	25	20000	20000	1	0	0
27	1	0	0	16	35	20000	20000	1	0	0
28	0	0	0	19	40	20000	20000	1	0	0
28	1	0	0	21	36	20000	20000	1	0	0
29	1	1	0	16	32	20000	20000	1	0	0
29	0	0	0	17	47	20000	20000	1	0	0
31	0	0	0	21	40	20000	20000	1	0	0
32	0	1	0	18	70	20000	20000	1	0	0
36	1	0	0	19	40	20000	22600	1	0	0
45	0	0	0	16	40	20000	20010	1	0	0
46	1	1	0	16	40	20000	20000	1	0	0
50	0	1	0	13	40	20000	20000	1	0	0
49	1	0	0	16	40	20000	20000	1	1	0
55	1	0	0	16	50	20000	20000	1	1	0
44	0	0	0	16	40	20000	20000	1	0	0
24	1	0	1	16	30	20000	23900	1	0	2
28	1	0	1	16	30	20000	20000	1	0	2
30	1	0	1	19	40	20000	20000	1	0	2
36	1	0	1	18	35	20000	20000	1	0	2
49	1	1	1	16	50	20000	20000	1	0	2
53	1	1	1	15	40	20000	20000	0	0	1
38	1	1	1	16	40	20000	20000	1	0	1
44	1	1	1	16	40	20000	20000	1	0	1
19	0	0	1	16	40	20000	20000	1	0	1
19	0	0	1	16	40	20000	20000	1	0	1
19	1	0	1	19	25	20000	20000	1	0	1
20	1	0	1	16	40	20000	20000	1	0	1
20	0	0	1	19	30	20000	20000	1	0	1
20	1	0	1	19	40	20000	20000	1	0	1
21	0	0	1	17	40	20000	20000	1	0	1
21	1	0	1	18	40	20000	20000	1	0	1
22	1	0	1	18	40	20000	20000	1	0	1
22	0	0	1	18	38	20000	20000	1	0	1
22	1	0	1	19	40	20000	20000	1	0	1
22	1	0	1	21	40	20000	20000	1	0	1
23	1	0	1	16	40	20000	20000	1	0	1
23	0	0	1	17	40	20000	20000	1	0	1
23	1	0	1	19	45	20000	20000	1	0	1
23	1	0	1	19	40	20000	20000	1	0	1
23	0	0	1	21	40	20000	50000	1	0	1
24	1	1	1	16	42	20000	20000	1	0	1
24	0	0	1	16	42	20000	20000	1	0	1
24	0	0	1	20	40	20000	20000	1	0	1
25	0	0	1	16	40	20000	20000	1	0	1
25	0	0	1	18	50	20000	20000	1	0	1
25	0	0	1	18	40	20000	20000	1	0	1
26	1	0	1	19	40	20000	20000	1	0	1
26	0	0	1	19	45	20000	20000	1	0	1
27	0	0	1	16	40	20000	20000	1	0	1
27	1	0	1	23	40	20000	20000	1	0	1
28	1	0	1	16	40	20000	20000	1	0	1
28	1	0	1	18	40	20000	20000	1	0	1
29	1	1	1	21	20	20000	20000	1	0	1
29	0	0	1	21	40	20000	20000	1	0	1
30	1	1	1	16	32	20000	20000	1	0	1
30	0	1	1	19	25	20000	20000	1	0	1
30	0	0	1	21	39	20000	20000	1	0	1
32	0	1	1	19	40	20000	20000	1	0	1
33	0	1	1	17	99	20000	20000	1	0	1
33	1	0	1	18	20	20000	20000	1	0	1
34	0	1	1	12	40	20000	20000	1	0	1
34	0	0	1	18	40	20000	20000	1	0	1
35	0	1	1	14	40	20000	20000	1	0	1
35	0	0	1	16	40	20000	20000	1	0	1
36	1	1	1	15	40	20000	20000	1	0	1
36	0	0	1	19	40	20000	20000	1	0	1
37	1	0	1	16	40	20000	20000	1	0	1
37	0	1	1	19	42	20000	20000	1	0	1
38	0	1	1	17	40	20000	20000	1	0	1
39	1	1	1	20	20	20000	20000	1	0	1
40	0	1	1	17	50	20000	20000	1	0	1
41	0	1	1	19	25	20000	59000	1	0	1
42	0	1	1	20	40	20000	20000	1	0	1
45	1	0	1	15	40	20000	20000	1	0	1
45	0	1	1	16	40	20000	20000	1	0	1
45	1	0	1	16	45	20000	20000	1	0	1
45	0	1	1	18	52	20000	30000	1	0	1
45	1	1	1	19	40	20000	20000	1	0	1
46	0	1	1	18	40	20000	20000	1	0	1
49	0	0	1	17	40	20000	20000	1	0	1
50	1	1	1	16	30	20000	20000	1	0	1
50	1	1	1	16	40	20000	20000	1	0	1
51	0	0	1	16	40	20000	20000	1	0	1
54	0	1	1	16	40	20000	20000	1	0	1
55	1	0	1	13	8	20000	20000	1	0	1
56	0	1	1	16	40	20000	20000	1	0	1
57	1	1	1	16	38	20000	20000	1	0	1
58	0	0	1	16	40	20000	72000	1	0	1
59	1	1	1	22	40	20000	20000	1	0	1
60	0	1	1	16	42	20000	20000	1	0	1
60	0	1	1	19	40	20000	20000	1	0	1
63	1	1	1	16	38	20000	20000	1	0	1
64	0	1	1	19	40	20000	20000	1	0	1
19	0	0	1	16	40	20000	20000	1	1	1
30	0	1	1	17	40	20000	20000	1	1	1
30	1	1	1	19	40	20000	20000	1	1	1
33	1	1	1	24	50	20000	20000	1	1	1
37	0	1	1	18	40	20000	20000	1	1	1
39	1	1	1	21	30	20000	20000	1	1	1
49	1	1	1	22	35	20000	20000	1	1	1
56	1	1	1	21	40	20000	20000	1	1	1
63	1	1	1	20	40	20000	20004	1	1	1
68	1	0	1	22	50	20000	20000	1	1	1
56	1	0	1	16	40	20000	20000	1	2	1
61	1	0	1	20	40	20000	20000	1	2	1
23	0	0	1	16	70	20000	20000	1	3	1
